Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Moeda,Valor,V_m2,cep,latitude,longitude,Point,setor_censo
rua cláudio rossi,Jardim da Glória,São Paulo,200,2,2,4,R$,1200000.0,6000.0,1547000.0,-23.5859655,-46.6199343,POINT (-46.6199343 -23.5859655),355030890000112
rua bernardino de campos,Campo Belo,São Paulo,173,3,4,2,R$,880000.0,5086.705202312139,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),
rua joão della manna,Rolinópolis,São Paulo,380,3,6,8,R$,1200000.0,3157.8947368421054,5535010.0,-23.5839152,-46.7314881,POINT (-46.7314881 -23.5839152),355030812000103
rua estados unidos,Jardim América,São Paulo,1200,4,6,24,R$,65000000.0,54166.666666666664,16071020.0,-21.2077471,-50.4595163,POINT (-50.4595163 -21.2077471),
rua diogo freire,Bosque da Saúde,São Paulo,180,3,3,2,R$,800000.0,4444.444444444444,4148010.0,-23.6158108,-46.6183932,POINT (-46.6183932 -23.6158108),355030827000019
rua saturnino dos santos,Cursino,São Paulo,203,6,4,4,R$,800000.0,3940.886699507389,4124150.0,-23.5966206,-46.6172781,POINT (-46.6172781 -23.5966206),355030827000138
rua manoel benavente,Vila Picinin,São Paulo,240,9,6,1,R$,600000.0,2500.0,2930005.0,-23.4889372,-46.7058166,POINT (-46.7058166 -23.4889372),355030829000165
rua girassol,Pinheiros,São Paulo,180,3,3,2,R$,3000000.0,16666.666666666668,12945710.0,-23.1600569,-46.5773337,POINT (-46.5773337 -23.1600569),
rua dom luís de bragança,Mirandópolis,São Paulo,194,3,3,2,R$,1150000.0,5927.835051546392,4050060.0,-23.6072018,-46.6441928,POINT (-46.6441928 -23.6072018),355030877000100
rua margarida silveira leite,Alto da Mooca,São Paulo,120,2,1,1,R$,700000.0,5833.333333333333,3178220.0,-23.548617,-46.5826479,POINT (-46.5826479 -23.548617),355030808000035
rua godofredo braga,Vila Fachini,São Paulo,100,2,1,1,R$,420000.0,4200.0,4326120.0,-23.6561808,-46.6355424,POINT (-46.6355424 -23.6561808),355030838000201
rua moura brasil,Butantã,São Paulo,305,3,3,4,R$,1600000.0,5245.901639344263,5507050.0,-23.5672054,-46.7107715,POINT (-46.7107715 -23.5672054),355030812000128
avenida portugal,Brooklin Paulista,São Paulo,180,3,2,4,R$,1700000.0,9444.444444444445,14801075.0,-21.7939923,-48.1768878,POINT (-48.1768878 -21.7939923),
rua florânia,Vila Nair,São Paulo,148,3,2,2,R$,645000.0,4358.108108108108,4281080.0,-23.60683,-46.6094486,POINT (-46.6094486 -23.60683),355030834000127
rua engenheiro agenor machado,Santo Amaro,São Paulo,151,3,2,3,R$,2000000.0,13245.033112582782,4710210.0,-23.6261614,-46.6990098,POINT (-46.6990098 -23.6261614),355030871000074
rua professor wlademir pereira,Vila São Silvestre,São Paulo,190,4,5,3,R$,1300000.0,6842.105263157895,5386360.0,-23.5636487,-46.7584354,POINT (-46.7584354 -23.5636487),355030867000137
rua antônio gomide,Planalto Paulista,São Paulo,138,3,5,2,R$,1200000.0,8695.652173913044,18203400.0,-23.5954584,-48.0304139,POINT (-48.0304139 -23.5954584),
rua ajururés,Brooklin Paulista,São Paulo,250,3,5,4,R$,1100000.0,4400.0,4622060.0,-23.6367089,-46.6714425,POINT (-46.6714425 -23.6367089),355030815000017
rua nossa senhora do pilar,Jardim Trussardi,São Paulo,100,3,3,2,R$,690000.0,6900.0,5519140.0,-23.5864909,-46.7312306,POINT (-46.7312306 -23.5864909),355030894000081
rua sônia ribeiro,Brooklin,São Paulo,271,3,2,3,R$,1485000.0,5479.704797047971,4621010.0,-23.6315875,-46.6733583,POINT (-46.6733583 -23.6315875),355030815000020
rua maestro chiaffarelli,Jardim Paulista,São Paulo,250,3,5,2,R$,4560000.0,18240.0,1432030.0,-23.5549325,-46.6621452,POINT (-46.6621452 -23.5549325),355030826000015
rua osório,Vila Inah,São Paulo,390,4,4,4,R$,1750000.0,4487.179487179487,6397210.0,-23.5302306,-46.8574502,POINT (-46.8574502 -23.5302306),
rua joaquim nabuco,Brooklin Paulista,São Paulo,652,5,2,5,R$,3400000.0,5214.7239263803685,13471100.0,-22.7314471,-47.3429088,POINT (-47.3429088 -22.7314471),
rua doutor altair martins,Jardim Maria Augusta,São Paulo,100,2,2,6,R$,550000.0,5500.0,6710040.0,-23.5960962,-46.814045,POINT (-46.814045 -23.5960962),
rua tapuçu,Vila Sofia,São Paulo,90,2,2,1,R$,670000.0,7444.444444444444,4671185.0,-23.661018,-46.6915206,POINT (-46.6915206 -23.661018),355030816000087
rua ferreira de araújo,Pinheiros,São Paulo,180,3,2,10,R$,3100000.0,17222.222222222223,5428000.0,-23.5625829,-46.6980158,POINT (-46.6980158 -23.5625829),355030862000076
rua grajaú,Sumaré,São Paulo,250,3,4,2,R$,2690000.0,10760.0,13469532.0,-22.7236814,-47.3555543,POINT (-47.3555543 -22.7236814),
avenida lins de vasconcelos,Cambuci,São Paulo,125,3,5,2,R$,900000.0,7200.0,1537000.0,-23.5769486,-46.623642,POINT (-46.623642 -23.5769486),355030814000036
rua antistenes,Jardim São Jorge,São Paulo,75,2,1,2,R$,345000.0,4600.0,5568200.0,-23.5883395,-46.7877031,POINT (-46.7877031 -23.5883395),355030865000124
rua bélgica,Jardim Europa,São Paulo,750,5,8,8,R$,18000000.0,24000.0,13471731.0,-22.7297365,-47.3414537,POINT (-47.3414537 -22.7297365),
rua pedro de sousa campos filho,Vila Madalena,São Paulo,166,2,3,1,R$,940000.0,5662.650602409639,5451010.0,-23.5402223,-46.704027,POINT (-46.704027 -23.5402223),355030802000026
avenida alcindo ferreira,Parque do Castelo,São Paulo,253,2,2,4,R$,890000.0,3517.786561264822,4803170.0,-23.715507,-46.7121946,POINT (-46.7121946 -23.715507),355030823000095
rua romão gomes,Butantã,São Paulo,177,4,5,3,R$,2915000.0,16468.926553672318,9420220.0,-23.71774,-46.4115098,POINT (-46.4115098 -23.71774),
rua josé dos santos júnior,Campo Belo,São Paulo,168,3,2,1,R$,1600000.0,9523.809523809523,5750280.0,-23.6259584,-46.6766989,POINT (-46.6766989 -23.6259584),355030815000022
rua oliveira dias,Jardim Paulista,São Paulo,530,4,2,6,R$,5000000.0,9433.962264150943,1433030.0,-23.5824485,-46.6692043,POINT (-46.6692043 -23.5824485),355030845000072
rua escobar ortiz,Vila Nova Conceição,São Paulo,200,3,4,6,R$,5300000.0,26500.0,4512050.0,-23.5923812,-46.6668074,POINT (-46.6668074 -23.5923812),355030832000032
rua alberto faria,Alto de Pinheiros,São Paulo,347,4,6,5,R$,3400000.0,9798.270893371759,13073014.0,-22.8886436,-47.0642473,POINT (-47.0642473 -22.8886436),
rua josé guilger sobrinho,Santo Amaro,São Paulo,110,3,3,2,R$,750000.0,6818.181818181818,4756030.0,-23.6468668,-46.7179826,POINT (-46.7179826 -23.6468668),355030871000088
rua regina badra,Jardim dos Estados,São Paulo,345,3,3,3,R$,2500000.0,7246.376811594203,4641000.0,-23.6414473,-46.6873441,POINT (-46.6873441 -23.6414473),355030871000120
rua henriqueta salvadore giacometti,Terceira Divisão de Interlagos,São Paulo,104,3,1,2,R$,430000.0,4134.615384615385,4809100.0,-23.5505199,-46.6333094,POINT (-46.6333094 -23.5505199),355030878000004
rua ferreira do alentejo,Jardim Caravelas,São Paulo,240,4,4,3,R$,1535000.0,6395.833333333333,4728060.0,-23.6379636,-46.7137911,POINT (-46.7137911 -23.6379636),355030871000067
rua almirante soares dutra,Morumbi,São Paulo,400,4,1,2,R$,3500000.0,8750.0,5654000.0,-23.6058856,-46.7157497,POINT (-46.7157497 -23.6058856),355030854000015
rua doutor josé maria whitaker,Vila Sônia,São Paulo,535,3,6,4,R$,2980000.0,5570.093457943925,5622000.0,-23.599179,-46.7244675,POINT (-46.7244675 -23.599179),355030894000254
rua marechal bina machado,Jardim Marajoara,São Paulo,300,3,5,3,R$,1480000.0,4933.333333333333,4663120.0,-23.6538431,-46.6851643,POINT (-46.6851643 -23.6538431),355030816000159
rua doutor mário vicente,Vila Dom Pedro I,São Paulo,210,3,4,2,R$,950000.0,4523.809523809524,4270000.0,-23.5918741,-46.6132195,POINT (-46.6132195 -23.5918741),355030834000038
rua jairo de almeida machado,Jaraguá,São Paulo,65,3,2,2,R$,395000.0,6076.923076923077,2998060.0,-23.4420454,-46.7267052,POINT (-46.7267052 -23.4420454),355030842000060
rua amandaba,Jardim Prudência,São Paulo,250,3,3,3,R$,1700000.0,6800.0,4648140.0,-21.1002194,-51.1625059,POINT (-51.1625059 -21.1002194),
rua antilhas,Jardim América,São Paulo,600,5,6,10,R$,12000000.0,20000.0,13904170.0,-22.7151991,-46.7723554,POINT (-46.7723554 -22.7151991),
avenida ibijaú,Moema,São Paulo,120,2,3,4,R$,2000000.0,16666.666666666668,4524020.0,-23.6051737,-46.6665077,POINT (-46.6665077 -23.6051737),355030832000084
rua godofredo braga,Vila Fachini,São Paulo,126,2,2,3,R$,379000.0,3007.936507936508,4326120.0,-23.6561808,-46.6355424,POINT (-46.6355424 -23.6561808),355030838000201
rua marquês de maricá,Sacomã,São Paulo,440,2,3,8,R$,640000.0,1454.5454545454545,13219020.0,-23.1910841,-46.8661397,POINT (-46.8661397 -23.1910841),
rua diogo freire,Bosque da Saúde,São Paulo,300,4,6,6,R$,1700000.0,5666.666666666667,4148010.0,-23.6158108,-46.6183932,POINT (-46.6183932 -23.6158108),355030827000019
rua ipiranga,Jardim Aeroporto,São Paulo,125,2,1,2,R$,570000.0,4560.0,13465360.0,-22.7372896,-47.3341178,POINT (-47.3341178 -22.7372896),
rua doutor eduardo de souza aranha,Vila Nova Conceição,São Paulo,166,2,3,2,R$,2250000.0,13554.216867469879,4543120.0,-23.5885992,-46.6743188,POINT (-46.6743188 -23.5885992),355030835000063
rua das fiandeiras,Vila Olímpia,São Paulo,304,4,5,2,R$,3900000.0,12828.947368421053,4545000.0,-23.597054,-46.6762026,POINT (-46.6762026 -23.597054),355030835000011
rua radiantes,Jardim Leonor,São Paulo,708,5,6,10,R$,4950000.0,6991.525423728814,5614130.0,-23.5946946,-46.7102808,POINT (-46.7102808 -23.5946946),355030854000063
rua josé varela,Interlagos,São Paulo,320,4,5,4,R$,1300000.0,4062.5,4788020.0,-23.7022281,-46.713293,POINT (-46.713293 -23.7022281),355030879000055
rua alfredo norfini,Bosque da Saúde,São Paulo,200,4,5,2,R$,1590000.0,7950.0,4136140.0,-23.6094252,-46.6241628,POINT (-46.6241628 -23.6094252),355030827000070
rua josé de alcântara,Vila do Encontro,São Paulo,120,2,2,2,R$,532000.0,4433.333333333333,14062100.0,-21.1136239,-47.817971,POINT (-47.817971 -21.1136239),
rua rocha galvão,Jardim da Glória,São Paulo,300,3,3,4,R$,1085000.0,3616.6666666666665,1545020.0,-23.5821273,-46.6154507,POINT (-46.6154507 -23.5821273),355030890000173
rua dos macunis,Vila Madalena,São Paulo,240,3,4,8,R$,1900000.0,7916.666666666667,13081760.0,-22.8577139,-47.0621121,POINT (-47.0621121 -22.8577139),
rua general fonseca teles,Jardim Paulista,São Paulo,422,4,7,6,R$,6800000.0,16113.744075829383,1433020.0,-23.5792253,-46.6668332,POINT (-46.6668332 -23.5792253),355030845000074
rua coronel irlandino sandoval,Jardim Paulistano,São Paulo,395,4,1,5,R$,5050000.0,12784.810126582279,1457010.0,-23.5732456,-46.6913472,POINT (-46.6913472 -23.5732456),355030862000103
rua das fiandeiras,Vila Olímpia,São Paulo,309,4,5,2,R$,3900000.0,12621.359223300971,4545000.0,-23.597054,-46.6762026,POINT (-46.6762026 -23.597054),355030835000011
rua radiantes,Jardim Leonor,São Paulo,713,5,6,10,R$,4950000.0,6942.49649368864,5614130.0,-23.5946946,-46.7102808,POINT (-46.7102808 -23.5946946),355030854000063
rua josé varela,Interlagos,São Paulo,325,4,5,4,R$,1300000.0,4000.0,4788020.0,-23.7022281,-46.713293,POINT (-46.713293 -23.7022281),355030879000055
rua alfredo norfini,Bosque da Saúde,São Paulo,205,4,5,2,R$,1590000.0,7756.09756097561,4136140.0,-23.6094252,-46.6241628,POINT (-46.6241628 -23.6094252),355030827000070
rua josé de alcântara,Vila do Encontro,São Paulo,125,2,2,2,R$,532000.0,4256.0,14062100.0,-21.1136239,-47.817971,POINT (-47.817971 -21.1136239),
rua rocha galvão,Jardim da Glória,São Paulo,305,3,3,4,R$,1085000.0,3557.377049180328,1545020.0,-23.5821273,-46.6154507,POINT (-46.6154507 -23.5821273),355030890000173
rua dos macunis,Vila Madalena,São Paulo,245,3,4,8,R$,1900000.0,7755.102040816327,13081760.0,-22.8577139,-47.0621121,POINT (-47.0621121 -22.8577139),
rua general fonseca teles,Jardim Paulista,São Paulo,427,4,7,6,R$,6800000.0,15925.058548009367,1433020.0,-23.5792253,-46.6668332,POINT (-46.6668332 -23.5792253),355030845000074
rua marques de carvalho,Cidade Mãe do Céu,São Paulo,100,3,1,4,R$,851000.0,8510.0,3332040.0,-23.5496737,-46.5753067,POINT (-46.5753067 -23.5496737),355030880000097
rua edson,Campo Belo,São Paulo,204,3,5,3,R$,1800000.0,8823.529411764706,6332240.0,-23.5462567,-46.8330623,POINT (-46.8330623 -23.5462567),
rua frança,Jardim Europa,São Paulo,952,3,5,10,R$,22000000.0,23109.243697478993,13471650.0,-22.7266705,-47.3411845,POINT (-47.3411845 -22.7266705),
rua marques,Jardim Carlu,São Paulo,177,3,4,5,R$,650000.0,3672.316384180791,13801461.0,-22.4405535,-46.938625,POINT (-46.938625 -22.4405535),
avenida odila,Planalto Paulista,São Paulo,309,3,5,2,R$,2300000.0,7443.365695792881,4058020.0,-23.6090928,-46.6472577,POINT (-46.6472577 -23.6090928),355030877000099
rua comandante ismael guilherme,Jardim Luzitânia,São Paulo,499,4,5,3,R$,9800000.0,19639.278557114227,4031120.0,-23.5947353,-46.6599248,POINT (-46.6599248 -23.5947353),355030832000002
rua affonso fernandes reis,Vila Medeiros,São Paulo,200,2,3,2,R$,648000.0,3240.0,2216020.0,-23.4918741,-46.5823893,POINT (-46.5823893 -23.4918741),355030892000200
rua jamboaçu,Vila Nair,São Paulo,124,2,2,2,R$,650000.0,5241.935483870968,4281060.0,-23.604144,-46.607582,POINT (-46.607582 -23.604144),355030834000126
rua professora altina maynardi de araújo,Parque São Domingos,São Paulo,118,3,4,2,R$,775000.0,6567.796610169492,5125040.0,-23.5040146,-46.7380663,POINT (-46.7380663 -23.5040146),355030895000023
rua pedro de toledo,Vila Clementino,São Paulo,260,2,3,5,R$,4500000.0,17307.69230769231,6420340.0,-23.5117072,-46.897272,POINT (-46.897272 -23.5117072),
rua pero correia,Vila Mariana,São Paulo,144,3,3,5,R$,850000.0,5902.777777777777,4113040.0,-23.584853,-46.6231687,POINT (-46.6231687 -23.584853),355030890000113
rua general pereira da cunha,Retiro Morumbi,São Paulo,2200,6,9,15,R$,19800000.0,9000.0,5692060.0,-23.6207489,-46.7069529,POINT (-46.7069529 -23.6207489),355030883000045
avenida manoel dos reis araújo,Jardim Marajoara,São Paulo,595,2,3,6,R$,1100000.0,1848.7394957983192,4664000.0,-23.6535782,-46.6849421,POINT (-46.6849421 -23.6535782),355030816000159
rua romão puiggari,Vila Moraes,São Paulo,68,2,1,1,R$,315000.0,4632.35294117647,4164000.0,-23.6255427,-46.6096934,POINT (-46.6096934 -23.6255427),355030868000155
rua augusto perroni,Conjunto Residencial Butantã,São Paulo,167,2,3,3,R$,790000.0,4730.538922155689,5539020.0,-22.9242228,-47.1203012,POINT (-47.1203012 -22.9242228),
rua alphonsus de guimaraens,Santana,São Paulo,250,2,3,5,R$,1200000.0,4800.0,2404030.0,-23.4925168,-46.6278284,POINT (-46.6278284 -23.4925168),355030870000035
rua maestro vasconcelos chaves,Vila Rui Barbosa,São Paulo,60,1,1,2,R$,270000.0,4500.0,3734010.0,-23.5074032,-46.5287426,POINT (-46.5287426 -23.5074032),355030818000185
rua paramu,Vila Bela,São Paulo,75,2,3,2,R$,440000.0,5866.666666666667,3147100.0,-23.5963125,-46.5677666,POINT (-46.5677666 -23.5963125),355030893000021
rua pero correia,Vila Mariana,São Paulo,144,3,2,5,R$,890000.0,6180.555555555556,4113040.0,-23.584853,-46.6231687,POINT (-46.6231687 -23.584853),355030890000113
rua paragominas,São Lucas,São Paulo,140,2,2,1,R$,350000.0,2500.0,3224090.0,-23.5925667,-46.5600662,POINT (-46.5600662 -23.5925667),355030893000019
rua engenheiro elias machado de almeida,Caxingui,São Paulo,308,4,4,7,R$,1319500.0,4284.090909090909,11090160.0,-23.9540376,-46.3354875,POINT (-46.3354875 -23.9540376),
rua wanderley,Perdizes,São Paulo,130,2,2,1,R$,900000.0,6923.076923076923,13238255.0,-23.2397446,-46.7715603,POINT (-46.7715603 -23.2397446),
avenida iraí,Indianópolis,São Paulo,203,2,2,2,R$,1250000.0,6157.635467980295,4082000.0,-23.6145681,-46.6582054,POINT (-46.6582054 -23.6145681),355030877000153
rua berlioz,Alto de Pinheiros,São Paulo,658,3,4,4,R$,2300000.0,3495.4407294832827,17014200.0,-22.3250485,-49.0876047,POINT (-49.0876047 -22.3250485),
rua irmã clotilde,Vila Formosa,São Paulo,136,2,1,1,R$,405000.0,2977.9411764705883,3365060.0,-23.5677614,-46.5393327,POINT (-46.5393327 -23.5677614),355030885000013
rua emílio pedutti,Morumbi,São Paulo,615,4,6,6,R$,3700000.0,6016.260162601626,5613010.0,-23.5890192,-46.7109054,POINT (-46.7109054 -23.5890192),355030854000116
rua ipomeias,Vila Bela,São Paulo,36,2,1,1,R$,196000.0,5444.444444444444,3201050.0,-23.5990493,-46.5733783,POINT (-46.5733783 -23.5990493),355030893000051
rua artur thiré,Vila da Saúde,São Paulo,160,4,6,3,R$,850000.0,5312.5,4146000.0,-23.6178067,-46.628359,POINT (-46.628359 -23.6178067),355030877000109
rua simão dias da fonseca,Cambuci,São Paulo,240,3,4,2,R$,1700000.0,7083.333333333333,1539020.0,-23.5725621,-46.6220976,POINT (-46.6220976 -23.5725621),355030814000038
rua joaquim lima de moraes,Santo Amaro,São Paulo,224,3,3,2,R$,1500000.0,6696.428571428572,4710140.0,-23.6262352,-46.6964057,POINT (-46.6964057 -23.6262352),355030871000046
rua nanuque,Vila Leopoldina,São Paulo,120,2,3,1,R$,800000.0,6666.666666666667,12233550.0,-23.2414344,-45.8895732,POINT (-45.8895732 -23.2414344),
rua olímpia lemes da silva,Jardim das Vertentes,São Paulo,150,3,3,2,R$,700000.0,4666.666666666667,5541040.0,-23.5886164,-46.7417009,POINT (-46.7417009 -23.5886164),355030894000038
rua votuverava,Jardim Guedala,São Paulo,736,5,3,12,R$,4499000.0,6112.771739130435,5604020.0,-23.5859484,-46.6996374,POINT (-46.6996374 -23.5859484),355030854000124
rua guaçuma,Vila Califórnia,São Paulo,143,2,1,1,R$,380000.0,2657.3426573426573,3215020.0,-23.6080663,-46.5561319,POINT (-46.5561319 -23.6080663),355030893000136
rua padre germano mayer,Maranhão,São Paulo,110,3,4,1,R$,650000.0,5909.090909090909,3089070.0,-23.5300856,-46.5617388,POINT (-46.5617388 -23.5300856),355030880000058
rua itassuce,Pacaembu,São Paulo,2500,3,7,12,R$,12500000.0,5000.0,1234040.0,-23.9713783,-46.3692932,POINT (-46.3692932 -23.9713783),
avenida barão do rego barros,Vila Congonhas,São Paulo,450,4,10,8,R$,1340999.0,2979.9977777777776,4612040.0,-23.6219203,-46.6639777,POINT (-46.6639777 -23.6219203),355030815000058
rua das guassatungas,Vila Parque Jabaquara,São Paulo,63,2,1,1,R$,390000.0,6190.476190476191,4330010.0,-23.6571192,-46.6447206,POINT (-46.6447206 -23.6571192),355030838000377
rua marquês olinda,Vila Dom Pedro I,São Paulo,300,7,3,2,R$,1300000.0,4333.333333333333,4277000.0,-23.6003123,-46.6118148,POINT (-46.6118148 -23.6003123),355030834000087
rua manuel rodrigues da costa,Vila Guedes,São Paulo,140,3,2,3,R$,619000.0,4421.428571428572,5134160.0,-23.4867832,-46.7418625,POINT (-46.7418625 -23.4867832),355030895000045
rua luisiania,Brooklin Paulista,São Paulo,260,3,2,4,R$,2400000.0,9230.76923076923,4560020.0,-23.6089619,-46.6815953,POINT (-46.6815953 -23.6089619),355030835000050
rua general lauro cavalcanti de farias,Jardim Mangalot,São Paulo,180,3,4,2,R$,699000.0,3883.3333333333335,5135000.0,-23.4909081,-46.7471935,POINT (-46.7471935 -23.4909081),355030895000017
rua itapacurai,Paraíso do Morumbi,São Paulo,160,4,3,2,R$,800000.0,5000.0,5705240.0,-23.6259173,-46.7223795,POINT (-46.7223795 -23.6259173),355030883000166
rua lactâncio,Vila Nova Curuçá,São Paulo,254,2,1,6,R$,900000.0,3543.3070866141734,8031310.0,-23.5133788,-46.4221851,POINT (-46.4221851 -23.5133788),355030884000023
rua mesquita,Vila Deodoro,São Paulo,240,3,3,4,R$,1450000.0,6041.666666666667,7986130.0,-23.3158074,-46.7320155,POINT (-46.7320155 -23.3158074),
avenida benjamim mansur,Instituto de Previdência,São Paulo,126,3,2,2,R$,870000.0,6904.761904761905,5532040.0,-23.5763895,-46.725439,POINT (-46.725439 -23.5763895),355030812000015
rua sibipiruna,Parque dos Príncipes,São Paulo,720,3,3,6,R$,5000000.0,6944.444444444444,12942011.0,-23.1217686,-46.5479852,POINT (-46.5479852 -23.1217686),
avenida nossa senhora da assunção,Vila Butantã,São Paulo,200,4,3,5,R$,1060000.0,5300.0,5359000.0,-23.5756684,-46.7408432,POINT (-46.7408432 -23.5756684),355030867000106
rua evaristo da veiga,Catumbi,São Paulo,125,2,3,2,R$,749000.0,5992.0,13080020.0,-22.8485224,-47.0706234,POINT (-47.0706234 -22.8485224),
rua jean arp,São Judas,São Paulo,150,4,3,6,R$,765000.0,5100.0,4303260.0,-23.6248425,-46.6314556,POINT (-46.6314556 -23.6248425),355030877000140
rua josé baldino,Vila Cleonice,São Paulo,120,3,1,2,R$,480000.0,4000.0,3286210.0,-23.5878627,-46.5351707,POINT (-46.5351707 -23.5878627),355030872000068
rua tucuna,Pompeia,São Paulo,340,3,3,8,R$,2300000.0,6764.705882352941,5021010.0,-23.5374753,-46.6873715,POINT (-46.6873715 -23.5374753),355030860000038
rua inocêncio nogueira,Cidade Jardim,São Paulo,659,5,5,8,R$,4800000.0,7283.763277693475,5676030.0,-23.5978313,-46.6989823,POINT (-46.6989823 -23.5978313),355030854000053
rua kobe,Jardim Japão,São Paulo,190,4,1,1,R$,585000.0,3078.9473684210525,2137010.0,-23.4992901,-46.5738235,POINT (-46.5738235 -23.4992901),355030889000109
rua helvídio gouveia,Água Fria,São Paulo,80,2,1,2,R$,395000.0,4937.5,2407070.0,-23.4842424,-46.6252377,POINT (-46.6252377 -23.4842424),355030870000210
avenida indianópolis,Indianópolis,São Paulo,335,4,4,3,R$,2490000.0,7432.835820895522,9412300.0,-23.7340902,-46.4183554,POINT (-46.4183554 -23.7340902),
rua doutor alberto da silveira,Cidade Jardim,São Paulo,480,3,4,3,R$,3300000.0,6875.0,5671000.0,-23.5865919,-46.6951901,POINT (-46.6951901 -23.5865919),355030854000009
avenida professor josé maria alkmin,Jardim Ester,São Paulo,150,3,2,3,R$,650000.0,4333.333333333333,5366000.0,-23.5781334,-46.7554225,POINT (-46.7554225 -23.5781334),355030867000027
