Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Moeda,Valor,V_m2,cep,latitude,longitude,Point,setor_censo
rua marechal renato paquet,Jardim Marajoara,São Paulo,400,4,6,4,R$,1490000.0,3725.0,4663140.0,-23.6526261,-46.6871406,POINT (-46.6871406 -23.6526261),355030816000159
rua general eloy alfaro,Vila Mariana,São Paulo,276,3,4,2,R$,1680000.0,6086.95652173913,4139060.0,-23.6053866,-46.6313399,POINT (-46.6313399 -23.6053866),355030877000075
rua traipu,Pacaembu,São Paulo,174,3,4,3,R$,1280000.0,7356.3218390804595,12235510.0,-23.2310243,-45.9025742,POINT (-45.9025742 -23.2310243),
rua manguatá,Cidade Monções,São Paulo,196,4,5,4,R$,2000000.0,10204.081632653062,4567070.0,-23.6135075,-46.6892892,POINT (-46.6892892 -23.6135075),355030835000098
rua pacobá,Jardim Panorama,São Paulo,639,4,2,4,R$,4000000.0,6259.7809076682315,5679080.0,-23.6007,-46.7011124,POINT (-46.7011124 -23.6007),355030854000104
rua manduri,Jardim Paulistano,São Paulo,383,4,6,4,R$,3650000.0,9530.026109660574,18704050.0,-23.1110619,-48.9372574,POINT (-48.9372574 -23.1110619),
rua marcelina,Vila Romana,São Paulo,120,2,4,1,R$,800000.0,6666.666666666667,6823240.0,-23.6687347,-46.7965732,POINT (-46.7965732 -23.6687347),
rua joaquim josé do amaral,Jardim Alvorada (Zona Oeste),São Paulo,240,3,4,3,R$,560000.0,2333.3333333333335,5528020.0,-23.5969113,-46.7552011,POINT (-46.7552011 -23.5969113),355030894000152
rua general góis monteiro,Vila Anglo Brasileira,São Paulo,200,3,6,3,R$,1250000.0,6250.0,5029000.0,-23.541678,-46.6929713,POINT (-46.6929713 -23.541678),355030860000108
rua cayowaá,Perdizes,São Paulo,230,3,2,2,R$,1200000.0,5217.391304347826,5018000.0,-23.5348442,-46.680987,POINT (-46.680987 -23.5348442),355030860000026
rua pedro campana,Jardim Vila Mariana,São Paulo,270,3,5,4,R$,1910000.0,7074.074074074074,4115100.0,-23.5854851,-46.6216488,POINT (-46.6216488 -23.5854851),355030890000112
rua artur dias,Bosque da Saúde,São Paulo,126,3,5,3,R$,1000000.0,7936.507936507936,4150070.0,-23.6224303,-46.6232369,POINT (-46.6232369 -23.6224303),355030827000008
rua capitão caetano joão batista,Saúde,São Paulo,400,5,4,2,R$,2200000.0,5500.0,4054070.0,-23.6158913,-46.641652,POINT (-46.641652 -23.6158913),355030877000002
rua olegário mariano,Jardim Guedala,São Paulo,900,7,2,12,R$,15000000.0,16666.666666666668,13469060.0,-22.7433414,-47.3480112,POINT (-47.3480112 -22.7433414),
avenida santo albano,Vila Vera,São Paulo,295,3,4,4,R$,640000.0,2169.491525423729,4296000.0,-23.6183739,-46.6055364,POINT (-46.6055364 -23.6183739),355030868000161
rua emboabas,Brooklin Paulista,São Paulo,500,4,6,5,R$,3000000.0,6000.0,12950190.0,-23.1450905,-46.5821966,POINT (-46.5821966 -23.1450905),
rua major natanael,Pacaembu,São Paulo,380,3,3,6,R$,2000000.0,5263.1578947368425,1246100.0,-23.5541755,-46.6670282,POINT (-46.6670282 -23.5541755),355030826000018
rua pedro,Vila Albertina,São Paulo,670,4,6,6,R$,3000000.0,4477.611940298508,7112123.0,-23.4186022,-46.5282973,POINT (-46.5282973 -23.4186022),
rua dom lúcio de sousa,Vila Gumercindo,São Paulo,567,3,2,5,R$,2500000.0,4409.171075837742,4129040.0,-23.602297,-46.6228684,POINT (-46.6228684 -23.602297),355030827000127
rua bento vieira,Ipiranga,São Paulo,151,3,2,3,R$,880000.0,5827.814569536424,4202030.0,-23.5782356,-46.6037372,POINT (-46.6037372 -23.5782356),355030834000047
viela um,Jardim Peri,São Paulo,266,4,5,5,R$,2500000.0,9398.496240601504,12941255.0,-23.1292683,-46.5616555,POINT (-46.5616555 -23.1292683),
rua joão lourenço,Vila Nova Conceição,São Paulo,1000,1,3,10,R$,15000000.0,15000.0,12514720.0,-22.8170484,-45.1958628,POINT (-45.1958628 -22.8170484),
rua antônio salema,Vila Morse,São Paulo,180,4,6,4,R$,850000.0,4722.222222222223,5624010.0,-23.5955691,-46.7266684,POINT (-46.7266684 -23.5955691),355030894000085
rua maranduba,Aclimação,São Paulo,160,3,3,1,R$,1400000.0,8750.0,11665610.0,-23.6970642,-45.4481107,POINT (-45.4481107 -23.6970642),
rua brigadeiro armando trompowsky,Jardim Morumbi,São Paulo,1700,7,7,6,R$,12000000.0,7058.823529411765,5655050.0,-23.6106546,-46.7170576,POINT (-46.7170576 -23.6106546),355030854000057
viela um,Jardim Peri,São Paulo,267,3,5,4,R$,1910000.0,7153.558052434457,12941255.0,-23.1292683,-46.5616555,POINT (-46.5616555 -23.1292683),
rua paraupava,Belenzinho,São Paulo,135,3,3,2,R$,670000.0,4962.962962962963,3171060.0,-23.5493793,-46.5901961,POINT (-46.5901961 -23.5493793),355030853000092
rua bela vista,Santo Amaro,São Paulo,37,5,5,2,R$,690000.0,18648.64864864865,12952450.0,-23.1436351,-46.5844275,POINT (-46.5844275 -23.1436351),
rua sanharó,Jardim Guedala,São Paulo,905,5,8,10,R$,5800000.0,6408.839779005525,5611060.0,-23.585952,-46.7114098,POINT (-46.7114098 -23.585952),355030854000007
rua francisco bellazzi,Jardim Jaraguá,São Paulo,70,2,1,1,R$,255000.0,3642.8571428571427,5265040.0,-23.4513971,-46.791219,POINT (-46.791219 -23.4513971),355030803000003
rua salvador longo,Itaim Bibi,São Paulo,119,2,1,2,R$,1100000.0,9243.697478991597,4532050.0,-23.5878814,-46.6735151,POINT (-46.6735151 -23.5878814),355030835000086
rua doutor roberto mercatelli,Barra Funda,São Paulo,87,3,2,1,R$,639000.0,7344.827586206897,13607185.0,-22.3583576,-47.3611447,POINT (-47.3611447 -22.3583576),
rua josé de freitas guimarães,Pacaembu,São Paulo,419,4,2,6,R$,2700000.0,6443.9140811455845,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052
rua croata,Vila Ipojuca,São Paulo,200,2,3,2,R$,1570000.0,7850.0,13056469.0,-22.9668254,-47.1512283,POINT (-47.1512283 -22.9668254),
rua dom duarte leopoldo,Cambuci,São Paulo,88,2,2,1,R$,595000.0,6761.363636363636,1542000.0,-23.5741553,-46.6198703,POINT (-46.6198703 -23.5741553),355030814000004
praça louveira,Tatuapé,São Paulo,250,4,2,3,R$,1350000.0,5400.0,3080050.0,-23.086061,-46.9488168,POINT (-46.9488168 -23.086061),
rua feliciano maia,Jardim Paulista,São Paulo,300,3,2,3,R$,3950000.0,13166.666666666666,4503070.0,-23.5842786,-46.667032,POINT (-46.667032 -23.5842786),355030832000034
rua estela,Vila Mariana,São Paulo,89,3,2,2,R$,860000.0,9662.921348314607,9090210.0,-23.680666,-46.540709,POINT (-46.540709 -23.680666),
avenida tomás de sousa,Jardim Monte Azul,São Paulo,320,4,5,7,R$,1000000.0,3125.0,5836350.0,-23.645984121093043,-46.73720977368009,POINT (-46.73720977368009 -23.645984121093043),355030846000288
rua sebastião caleiro,Vila Madalena,São Paulo,330,4,3,4,R$,1850000.0,5606.060606060606,5451120.0,-23.5410147,-46.7025475,POINT (-46.7025475 -23.5410147),355030802000027
rua petrópolis,Sumaré,São Paulo,400,4,6,4,R$,3000000.0,7500.0,13603054.0,-22.350671,-47.4026206,POINT (-47.4026206 -22.350671),
largo mestre de aviz,Jardim Luzitânia,São Paulo,454,4,6,4,R$,3850000.0,8480.176211453745,4031070.0,-23.595202,-46.6544,POINT (-46.6544 -23.595202),355030832000157
rua constantino fraga,Vila Hamburguesa,São Paulo,140,2,2,3,R$,980000.0,7000.0,17202370.0,-22.3009759,-48.5544393,POINT (-48.5544393 -22.3009759),
avenida armando ferrentini,Paraíso,São Paulo,247,3,5,2,R$,1590000.0,6437.246963562753,4103030.0,-23.5755222,-46.6357547,POINT (-46.6357547 -23.5755222),355030890000162
rua vicente leporace,Campo Belo,São Paulo,480,7,8,4,R$,2750000.0,5729.166666666667,16022100.0,-21.232364,-50.465649,POINT (-50.465649 -21.232364),
praça conde de barcelos,Alto de Pinheiros,São Paulo,279,5,5,4,R$,4300000.0,15412.186379928315,5464030.0,-23.5517876,-46.7142287,POINT (-46.7142287 -23.5517876),355030802000041
rua doutor aldo de assis dias,Vila Isa,São Paulo,125,3,2,2,R$,730000.0,5840.0,4689150.0,-23.6705329,-46.6933715,POINT (-46.6933715 -23.6705329),355030816000040
rua conde de ipanema,Parque Colonial,São Paulo,500,3,5,5,R$,1450000.0,2900.0,4611020.0,-23.6176968,-46.6651906,POINT (-46.6651906 -23.6176968),355030815000098
rua camacam,Vila Anastácio,São Paulo,138,2,2,3,R$,699000.0,5065.217391304348,5095000.0,-23.5124538,-46.7187364,POINT (-46.7187364 -23.5124538),355030848000091
rua bennet,Alto de Pinheiros,São Paulo,531,4,3,6,R$,3500000.0,6591.337099811676,5464010.0,-23.5517615,-46.714318,POINT (-46.714318 -23.5517615),355030802000041
rua alberto hodge,Santo Amaro,São Paulo,271,6,6,2,R$,1650000.0,6088.560885608856,4740020.0,-23.6424159,-46.6901265,POINT (-46.6901265 -23.6424159),355030871000123
rua mauricina,Vila Romana,São Paulo,170,2,2,4,R$,1250000.0,7352.941176470588,5045030.0,-23.5291476,-46.6923605,POINT (-46.6923605 -23.5291476),355030848000069
rua nova york,Brooklin Paulista,São Paulo,380,5,3,6,R$,2500000.0,6578.9473684210525,6704415.0,-23.6026684,-46.9194693,POINT (-46.9194693 -23.6026684),
rua josé aldo piassi,São Miguel Paulista,São Paulo,200,3,1,5,R$,650000.0,3250.0,8011300.0,-23.4943804,-46.4456571,POINT (-46.4456571 -23.4943804),355030874000111
rua antônio salema,Vila Morse,São Paulo,185,4,6,4,R$,850000.0,4594.594594594595,5624010.0,-23.5955691,-46.7266684,POINT (-46.7266684 -23.5955691),355030894000085
rua maranduba,Aclimação,São Paulo,165,3,3,1,R$,1400000.0,8484.848484848484,11665610.0,-23.6970642,-45.4481107,POINT (-45.4481107 -23.6970642),
rua brigadeiro armando trompowsky,Jardim Morumbi,São Paulo,1705,7,7,6,R$,12000000.0,7038.123167155425,5655050.0,-23.6106546,-46.7170576,POINT (-46.7170576 -23.6106546),355030854000057
viela um,Jardim Peri,São Paulo,272,3,5,4,R$,1910000.0,7022.058823529412,12941255.0,-23.1292683,-46.5616555,POINT (-46.5616555 -23.1292683),
rua paraupava,Belenzinho,São Paulo,140,3,3,2,R$,670000.0,4785.714285714285,3171060.0,-23.5493793,-46.5901961,POINT (-46.5901961 -23.5493793),355030853000092
rua bela vista,Santo Amaro,São Paulo,42,5,5,2,R$,690000.0,16428.571428571428,12952450.0,-23.1436351,-46.5844275,POINT (-46.5844275 -23.1436351),
rua francisco bellazzi,Jardim Jaraguá,São Paulo,75,2,1,1,R$,255000.0,3400.0,5265040.0,-23.4513971,-46.791219,POINT (-46.791219 -23.4513971),355030803000003
rua salvador longo,Itaim Bibi,São Paulo,124,2,1,2,R$,1100000.0,8870.967741935483,4532050.0,-23.5878814,-46.6735151,POINT (-46.6735151 -23.5878814),355030835000086
rua doutor roberto mercatelli,Barra Funda,São Paulo,92,3,2,1,R$,639000.0,6945.652173913043,13607185.0,-22.3583576,-47.3611447,POINT (-47.3611447 -22.3583576),
rua barão do rio pardo,Jardim Morumbi,São Paulo,296,4,3,4,R$,1500000.0,5067.5675675675675,5662080.0,-23.6090219,-46.72107,POINT (-46.72107 -23.6090219),355030854000076
rua josé de freitas guimarães,Pacaembu,São Paulo,424,4,2,6,R$,2700000.0,6367.924528301887,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052
rua croata,Vila Ipojuca,São Paulo,205,2,3,2,R$,1570000.0,7658.536585365854,13056469.0,-22.9668254,-47.1512283,POINT (-47.1512283 -22.9668254),
rua dom duarte leopoldo,Cambuci,São Paulo,93,2,2,1,R$,595000.0,6397.8494623655915,1542000.0,-23.5741553,-46.6198703,POINT (-46.6198703 -23.5741553),355030814000004
praça louveira,Tatuapé,São Paulo,255,4,2,3,R$,1350000.0,5294.117647058823,3080050.0,-23.086061,-46.9488168,POINT (-46.9488168 -23.086061),
rua feliciano maia,Jardim Paulista,São Paulo,305,3,2,3,R$,3950000.0,12950.819672131147,4503070.0,-23.5842786,-46.667032,POINT (-46.667032 -23.5842786),355030832000034
rua estela,Vila Mariana,São Paulo,94,3,2,2,R$,860000.0,9148.936170212766,9090210.0,-23.680666,-46.540709,POINT (-46.540709 -23.680666),
avenida tomás de sousa,Jardim Monte Azul,São Paulo,325,4,5,7,R$,1000000.0,3076.923076923077,5836350.0,-23.645984121093043,-46.73720977368009,POINT (-46.73720977368009 -23.645984121093043),355030846000288
rua sebastião caleiro,Vila Madalena,São Paulo,335,4,3,4,R$,1850000.0,5522.388059701492,5451120.0,-23.5410147,-46.7025475,POINT (-46.7025475 -23.5410147),355030802000027
rua petrópolis,Sumaré,São Paulo,405,4,6,4,R$,3000000.0,7407.407407407408,13603054.0,-22.350671,-47.4026206,POINT (-47.4026206 -22.350671),
rua maria clara martins da silveira,Jurubatuba,São Paulo,161,2,4,3,R$,640000.0,3975.1552795031057,4675170.0,-23.6725249,-46.6978802,POINT (-46.6978802 -23.6725249),355030816000054
largo mestre de aviz,Jardim Luzitânia,São Paulo,459,4,6,4,R$,3850000.0,8387.799564270152,4031070.0,-23.595202,-46.6544,POINT (-46.6544 -23.595202),355030832000157
rua maestro elias lobo,Jardim Paulista,São Paulo,300,3,6,3,R$,4900000.0,16333.333333333334,13075330.0,-22.8841282,-47.0616634,POINT (-47.0616634 -22.8841282),
rua constantino fraga,Vila Hamburguesa,São Paulo,145,2,2,3,R$,980000.0,6758.620689655172,17202370.0,-22.3009759,-48.5544393,POINT (-48.5544393 -22.3009759),
avenida ireré,Planalto Paulista,São Paulo,430,4,5,3,R$,2780000.0,6465.116279069767,4064000.0,-23.6288719,-46.6452364,POINT (-46.6452364 -23.6288719),355030877000121
avenida armando ferrentini,Paraíso,São Paulo,252,3,5,2,R$,1590000.0,6309.523809523809,4103030.0,-23.5755222,-46.6357547,POINT (-46.6357547 -23.5755222),355030890000162
rua vicente leporace,Campo Belo,São Paulo,485,7,8,4,R$,2750000.0,5670.103092783505,16022100.0,-21.232364,-50.465649,POINT (-50.465649 -21.232364),
praça conde de barcelos,Alto de Pinheiros,São Paulo,284,5,5,4,R$,4300000.0,15140.845070422536,5464030.0,-23.5517876,-46.7142287,POINT (-46.7142287 -23.5517876),355030802000041
rua doutor aldo de assis dias,Vila Isa,São Paulo,130,3,2,2,R$,730000.0,5615.384615384615,4689150.0,-23.6705329,-46.6933715,POINT (-46.6933715 -23.6705329),355030816000040
rua bartira,Perdizes,São Paulo,200,2,2,1,R$,1400000.0,7000.0,19802440.0,-22.6691746,-50.4316361,POINT (-50.4316361 -22.6691746),
rua quirino pucca,Vila Romana,São Paulo,80,1,1,2,R$,480000.0,6000.0,5048060.0,-23.5340641,-46.6960622,POINT (-46.6960622 -23.5340641),355030848000071
rua conde de ipanema,Parque Colonial,São Paulo,505,3,5,5,R$,1450000.0,2871.2871287128714,4611020.0,-23.6176968,-46.6651906,POINT (-46.6651906 -23.6176968),355030815000098
rua camacam,Vila Anastácio,São Paulo,143,2,2,3,R$,699000.0,4888.111888111888,5095000.0,-23.5124538,-46.7187364,POINT (-46.7187364 -23.5124538),355030848000091
rua bennet,Alto de Pinheiros,São Paulo,536,4,3,6,R$,3500000.0,6529.850746268657,5464010.0,-23.5517615,-46.714318,POINT (-46.714318 -23.5517615),355030802000041
rua alberto hodge,Santo Amaro,São Paulo,276,6,6,2,R$,1650000.0,5978.260869565217,4740020.0,-23.6424159,-46.6901265,POINT (-46.6901265 -23.6424159),355030871000123
rua mauricina,Vila Romana,São Paulo,175,2,2,4,R$,1250000.0,7142.857142857143,5045030.0,-23.5291476,-46.6923605,POINT (-46.6923605 -23.5291476),355030848000069
rua nova york,Brooklin Paulista,São Paulo,385,5,3,6,R$,2500000.0,6493.506493506494,6704415.0,-23.6026684,-46.9194693,POINT (-46.9194693 -23.6026684),
rua josé aldo piassi,São Miguel Paulista,São Paulo,205,3,1,5,R$,650000.0,3170.731707317073,8011300.0,-23.4943804,-46.4456571,POINT (-46.4456571 -23.4943804),355030874000111
rua sampaio vidal,Jardim Paulistano,São Paulo,380,4,4,4,R$,5100000.0,13421.052631578947,13070090.0,-22.8853157,-47.0821077,POINT (-47.0821077 -22.8853157),
rua camundo,Planalto Paulista,São Paulo,155,3,4,3,R$,790000.0,5096.774193548387,4071040.0,-23.6252586,-46.6512641,POINT (-46.6512641 -23.6252586),355030877000123
rua wilson dupont,Santana,São Paulo,170,3,3,1,R$,905000.0,5323.529411764706,2019040.0,-23.498181,-46.6263306,POINT (-46.6263306 -23.498181),355030870000003
rua tapinas,Itaim Bibi,São Paulo,156,4,3,2,R$,1820000.0,11666.666666666666,4531050.0,-21.4462095,-48.78713,POINT (-48.78713 -21.4462095),
rua arapuã,Vila Guarani (Z Sul),São Paulo,138,3,3,2,R$,550000.0,3985.5072463768115,16026020.0,-22.0903741,-49.3471446,POINT (-49.3471446 -22.0903741),
rua bolívia,Jardim América,São Paulo,420,4,5,6,R$,8900000.0,21190.47619047619,13465750.0,-22.744628,-47.3444964,POINT (-47.3444964 -22.744628),
rua simpatia,Jardim das Bandeiras,São Paulo,476,4,3,4,R$,3640000.0,7647.058823529412,5436020.0,-23.554781,-46.686421,POINT (-46.686421 -23.554781),355030862000053
rua inácio pedroso,Jardim Guedala,São Paulo,678,4,6,6,R$,7300000.0,10766.961651917403,5612050.0,-23.5911906,-46.7074359,POINT (-46.7074359 -23.5911906),355030854000002
rua doutor manoel maria tourinho,Pacaembu,São Paulo,495,5,5,4,R$,4000000.0,8080.80808080808,1236000.0,-23.5435701,-46.6671718,POINT (-46.6671718 -23.5435701),355030860000129
rua apinajés,Perdizes,São Paulo,200,3,4,3,R$,2660000.0,13300.0,11703770.0,-24.0088727,-46.4125034,POINT (-46.4125034 -24.0088727),
rua vieira de almeida,Ipiranga,São Paulo,130,3,2,5,R$,1200000.0,9230.76923076923,4268040.0,-23.5943689,-46.6130168,POINT (-46.6130168 -23.5943689),355030834000019
rua irmão gonçalo,Jardim das Bandeiras,São Paulo,815,6,5,8,R$,8000000.0,9815.9509202454,5439080.0,-23.550876,-46.6882353,POINT (-46.6882353 -23.550876),355030862000084
rua afonso josé de carvalho,Vila Madalena,São Paulo,180,3,2,4,R$,1600000.0,8888.888888888889,5451000.0,-23.5444686,-46.703776,POINT (-46.703776 -23.5444686),355030802000010
rua muribeca,Cidade Jardim,São Paulo,420,4,5,3,R$,3000000.0,7142.857142857143,7273330.0,-23.4629774,-46.4162464,POINT (-46.4162464 -23.4629774),
rua thereza masironi gonfiantini,Vila Nova Alba,São Paulo,147,3,3,2,R$,500000.0,3401.360544217687,5358030.0,-23.5721545,-46.7496521,POINT (-46.7496521 -23.5721545),355030867000186
rua maracaibo,Jardim Everest,São Paulo,600,3,7,6,R$,4950000.0,8250.0,9250080.0,-23.6243284,-46.5197014,POINT (-46.5197014 -23.6243284),
rua barão do bananal,Vila Pompéia,São Paulo,106,3,2,2,R$,920000.0,8679.245283018869,8556210.0,-23.5006556,-46.3624822,POINT (-46.3624822 -23.5006556),
travessa doutor ezequiel antunes de oliveira,Vila Nova Conceição,São Paulo,170,3,4,3,R$,2690000.0,15823.529411764706,4544120.0,-23.592851,-46.6825133,POINT (-46.6825133 -23.592851),355030835000039
rua abegoaria,Pinheiros,São Paulo,686,4,6,6,R$,5800000.0,8454.810495626822,5436170.0,-23.5506676,-46.6861296,POINT (-46.6861296 -23.5506676),355030862000053
rua pedro osório filho,Vila Nova Cachoeirinha,São Paulo,180,3,3,2,R$,650000.0,3611.1111111111113,2614000.0,-23.4734643,-46.6543659,POINT (-46.6543659 -23.4734643),355030813000112
alameda dos guatás,Saúde,São Paulo,90,2,4,2,R$,750000.0,8333.333333333334,4053040.0,-23.6156561,-46.6463288,POINT (-46.6463288 -23.6156561),355030877000036
alameda dos anapurus,Indianópolis,São Paulo,218,3,3,3,R$,1690000.0,7752.293577981652,4087000.0,-23.6083416,-46.6590842,POINT (-46.6590842 -23.6083416),355030832000076
rua portugal,Jardim Europa,São Paulo,319,3,3,4,R$,5000000.0,15673.98119122257,13471615.0,-22.7246363,-47.3702044,POINT (-47.3702044 -22.7246363),
rua antônio de gouveia giudice,Alto de Pinheiros,São Paulo,331,3,5,3,R$,3500000.0,10574.018126888217,5460000.0,-23.5502116,-46.7112875,POINT (-46.7112875 -23.5502116),355030802000017
rua dom henrique,Jardim Luzitânia,São Paulo,395,4,7,3,R$,6600000.0,16708.86075949367,12310018.0,-23.2989102,-45.9370703,POINT (-45.9370703 -23.2989102),
rua luiz amorim costa,Vila Carolina,São Paulo,160,3,2,3,R$,400000.0,2500.0,8040150.0,-23.5055028,-46.4448482,POINT (-46.4448482 -23.5055028),355030874000054
avenida celso dos santos,Vila Constança,São Paulo,100,2,2,2,R$,480000.0,4800.0,4658240.0,-23.6692449,-46.6676394,POINT (-46.6676394 -23.6692449),355030822000109
rua turquia,Pinheiros,São Paulo,1100,4,6,8,R$,19000000.0,17272.727272727272,13469094.0,-22.7423343,-47.3533949,POINT (-47.3533949 -22.7423343),
rua gama cerqueira,Cambuci,São Paulo,281,3,5,3,R$,1490000.0,5302.491103202847,7910230.0,-23.2797384,-46.7452277,POINT (-46.7452277 -23.2797384),
rua almeida ferraz,Parque Jabaquara,São Paulo,126,4,3,3,R$,695000.0,5515.873015873016,4357100.0,-23.637245,-46.6535671,POINT (-46.6535671 -23.637245),355030815000078
rua pirapó,Jardim Guedala,São Paulo,650,3,3,3,R$,5500000.0,8461.538461538461,5610060.0,-23.5843315,-46.7099389,POINT (-46.7099389 -23.5843315),355030854000118
rua senador vergueiro,Santo Amaro,São Paulo,350,3,4,6,R$,2950000.0,8428.57142857143,13061212.0,-22.9119136,-47.1117327,POINT (-47.1117327 -22.9119136),
rua líbero ripole,Jardim Umuarama,São Paulo,250,3,1,1,R$,950000.0,3800.0,4650010.0,-23.6559505,-46.6790008,POINT (-46.6790008 -23.6559505),355030822000232
rua orobó,Alto de Pinheiros,São Paulo,295,4,4,4,R$,4000000.0,13559.322033898305,6727063.0,-23.6702033,-47.0228491,POINT (-47.0228491 -23.6702033),
rua engenheiro pedro garcin,Vila Antônio,São Paulo,110,2,1,2,R$,480000.0,4363.636363636364,5376120.0,-23.5794435,-46.7644301,POINT (-46.7644301 -23.5794435),355030867000092
rua mário guastini,Pinheiros,São Paulo,700,5,7,5,R$,9500000.0,13571.42857142857,5420010.0,-23.5560375,-46.701259,POINT (-46.701259 -23.5560375),355030802000038
rua domingos lopes,Campo Belo,São Paulo,145,3,3,2,R$,900000.0,6206.896551724138,4606050.0,-23.615554,-46.6696432,POINT (-46.6696432 -23.615554),355030815000138
rua ática,Jardim Brasil (Zona Sul),São Paulo,174,3,4,1,R$,599000.0,3442.5287356321837,7808310.0,-23.3197251,-46.7428603,POINT (-46.7428603 -23.3197251),
rua ajurapéia,Vila Madalena,São Paulo,210,3,1,2,R$,1050000.0,5000.0,5443100.0,-23.5524794,-46.6951523,POINT (-46.6951523 -23.5524794),355030862000105
avenida iraí,Indianópolis,São Paulo,420,4,7,4,R$,1800000.0,4285.714285714285,4082000.0,-23.6145681,-46.6582054,POINT (-46.6582054 -23.6145681),355030877000153
rua nova orleans,Brooklin Paulista,São Paulo,150,2,3,4,R$,1590000.0,10600.0,6710865.0,-23.5954035,-46.8301033,POINT (-46.8301033 -23.5954035),
rua maria teresa assunção,Vila São Geraldo,São Paulo,160,3,3,2,R$,636000.0,3975.0,3609000.0,-23.5161072,-46.5408341,POINT (-46.5408341 -23.5161072),355030859000105
rua vicente romano,Parque da Mooca,São Paulo,341,4,3,4,R$,2300000.0,6744.868035190616,13414005.0,-22.101622,-48.7008671,POINT (-48.7008671 -22.101622),
rua manuel galvão,Mooca,São Paulo,106,3,3,2,R$,450000.0,4245.2830188679245,3190010.0,-23.5627262,-46.57528,POINT (-46.57528 -23.5627262),355030801000029
rua stefan marek neuding,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,8,10,R$,4495000.0,2735.8490566037735,5678030.0,-23.5980317,-46.7059669,POINT (-46.7059669 -23.5980317),355030854000126
rua alemanha,Jardim Europa,São Paulo,600,4,4,7,R$,13500000.0,22500.0,13471680.0,-22.7250352,-47.338673,POINT (-47.338673 -22.7250352),
rua kalil filho,Indianópolis,São Paulo,225,3,2,2,R$,1850000.0,8222.222222222223,6341210.0,-23.5709419,-46.8198266,POINT (-46.8198266 -23.5709419),
rua pau brasil,Boaçava,São Paulo,296,3,2,5,R$,2750000.0,9290.54054054054,13466500.0,-22.7547342,-47.3310296,POINT (-47.3310296 -22.7547342),
avenida doutor cardoso de melo,Vila Olímpia,São Paulo,200,2,3,2,R$,2900000.0,14500.0,4548000.0,-23.6023931,-46.6762598,POINT (-46.6762598 -23.6023931),355030835000014
rua raqueta provensano,Chácara Califórnia,São Paulo,140,2,1,2,R$,1400000.0,10000.0,3404030.0,-23.5370466,-46.555254,POINT (-46.555254 -23.5370466),355030820000101
rua professor murtinho,Vila Mariana,São Paulo,290,4,5,2,R$,2900000.0,10000.0,4019080.0,-23.5897702,-46.6443193,POINT (-46.6443193 -23.5897702),355030890000064
rua alexandre marcondes machado,Butantã,São Paulo,371,3,4,3,R$,2800000.0,7547.169811320755,5506040.0,-23.5614042,-46.7106004,POINT (-46.7106004 -23.5614042),355030812000053
rua marquês de cascais,Brooklin Paulista,São Paulo,146,3,4,3,R$,1500000.0,10273.972602739726,4557030.0,-23.6037394,-46.6830966,POINT (-46.6830966 -23.6037394),355030835000031
rua topázio,Vila Mariana,São Paulo,300,4,5,4,R$,1900000.0,6333.333333333333,12954024.0,-23.1610765,-46.5978252,POINT (-46.5978252 -23.1610765),
rua doutor augusto de miranda,Vila Pompéia,São Paulo,110,3,3,1,R$,970000.0,8818.181818181818,5026000.0,-23.5314701,-46.6900124,POINT (-46.6900124 -23.5314701),355030860000117
rua dom lucas obes,Ipiranga,São Paulo,140,3,2,2,R$,750000.0,5357.142857142857,4212020.0,-23.588905,-46.5998279,POINT (-46.5998279 -23.588905),355030834000051
rua dezenove de maio,Vila ESão Pauloerança,São Paulo,170,3,3,2,R$,680000.0,4000.0,3648080.0,-23.5279341,-46.5270202,POINT (-46.5270202 -23.5279341),355030859000046
rua morishigue akagui,Vila Progredior,São Paulo,700,4,8,5,R$,7800000.0,11142.857142857143,5615140.0,-23.5885213,-46.715713,POINT (-46.715713 -23.5885213),355030854000006
rua miranda guerra,Jardim Petrópolis,São Paulo,255,3,3,5,R$,1400000.0,5490.196078431372,4640000.0,-23.6340995,-46.681965,POINT (-46.681965 -23.6340995),355030871000056
rua general sena vasconcelos,Jardim Guedala,São Paulo,521,4,7,4,R$,3750000.0,7197.696737044146,5611010.0,-23.5845903,-46.7137324,POINT (-46.7137324 -23.5845903),355030854000006
rua capital federal,Sumaré,São Paulo,646,5,4,3,R$,2640000.0,4086.687306501548,1259010.0,-23.5383816,-46.6888687,POINT (-46.6888687 -23.5383816),355030860000037
rua capital federal,Sumaré,São Paulo,651,5,4,3,R$,2640000.0,4055.2995391705067,1259010.0,-23.5383816,-46.6888687,POINT (-46.6888687 -23.5383816),355030860000037
rua rodrigo vieira,Jardim Vila Mariana,São Paulo,235,4,4,2,R$,1700000.0,7234.04255319149,4115060.0,-23.5892739,-46.6235142,POINT (-46.6235142 -23.5892739),355030890000049
rua catuicara,Jardim Novo Mundo,São Paulo,220,4,5,3,R$,2700000.0,12272.727272727272,4518000.0,-23.6085603,-46.6738176,POINT (-46.6738176 -23.6085603),355030832000131
